Date,Open,High,Low,Close,Adj Close,Volume
2023-02-09,17.150000,17.150000,16.750000,16.850000,16.850000,77906475
2023-02-10,16.799999,17.299999,16.700001,17.049999,17.049999,148680021
2023-02-13,17.049999,17.150000,16.549999,16.700001,16.700001,177648359
2023-02-14,16.750000,16.850000,16.250000,16.400000,16.400000,67042640
2023-02-15,16.299999,16.500000,16.200001,16.400000,16.400000,69598730
2023-02-16,16.400000,16.500000,16.200001,16.250000,16.250000,66369663
2023-02-17,16.250000,16.350000,16.000000,16.100000,16.100000,60097807
2023-02-20,16.200001,16.750000,16.100000,16.600000,16.600000,173752454
2023-02-21,16.750000,17.000000,16.450001,16.700001,16.700001,173188893
2023-02-22,16.650000,16.700001,16.100000,16.299999,16.299999,106084194
2023-02-23,16.250000,16.549999,16.150000,16.400000,16.400000,74749112
2023-02-24,16.450001,16.549999,16.100000,16.150000,16.150000,88544284
2023-02-27,16.150000,16.549999,16.000000,16.400000,16.400000,94589990
2023-02-28,16.400000,17.650000,16.299999,17.450001,17.450001,212755636
2023-03-01,17.549999,18.400000,17.549999,18.299999,18.299999,282273280
2023-03-02,18.400000,18.600000,17.299999,17.500000,17.500000,246207153
2023-03-03,17.500000,17.700001,16.799999,16.850000,16.850000,269921902
2023-03-06,16.799999,17.250000,16.500000,16.900000,16.900000,166703741
2023-03-08,16.850000,16.850000,16.400000,16.700001,16.700001,99406365
2023-03-09,16.650000,16.950001,16.500000,16.549999,16.549999,99557952
2023-03-10,16.400000,16.750000,16.299999,16.500000,16.500000,93220422
2023-03-13,14.400000,16.299999,14.400000,15.650000,15.650000,560565493
2023-03-14,15.700000,15.950000,15.450000,15.550000,15.550000,179730170
2023-03-15,15.500000,15.850000,15.300000,15.350000,15.350000,139128847
2023-03-16,15.350000,15.350000,14.800000,14.900000,14.900000,207783632
2023-03-17,15.000000,15.850000,14.500000,15.050000,15.050000,445464706
2023-03-20,15.400000,15.500000,15.000000,15.350000,15.350000,297633356
2023-03-21,15.450000,15.550000,15.150000,15.250000,15.250000,185863476
2023-03-22,15.300000,15.500000,15.200000,15.300000,15.300000,139692815
2023-03-23,15.250000,15.400000,14.900000,15.200000,15.200000,124581123
2023-03-24,15.050000,15.250000,15.000000,15.050000,15.050000,93654254
2023-03-27,15.100000,15.300000,15.000000,15.050000,15.050000,131495843
2023-03-28,15.100000,15.150000,14.700000,14.750000,14.750000,87761633
2023-03-29,14.800000,15.100000,14.750000,14.950000,14.950000,111967037
2023-03-31,15.000000,15.200000,14.950000,15.050000,15.050000,101307931
2023-04-03,15.100000,15.450000,15.050000,15.350000,15.350000,80090577
2023-04-05,15.450000,15.550000,15.150000,15.250000,15.250000,57795927
2023-04-06,15.250000,15.600000,15.200000,15.400000,15.400000,69023622
2023-04-10,15.450000,15.450000,15.150000,15.200000,15.200000,58424414
2023-04-11,15.250000,15.400000,15.150000,15.200000,15.200000,43019043
2023-04-12,15.250000,15.500000,15.150000,15.400000,15.400000,57667885
2023-04-13,15.500000,15.550000,15.200000,15.350000,15.350000,76131404
2023-04-17,15.350000,15.400000,15.250000,15.350000,15.350000,61971667
2023-04-18,15.350000,16.799999,15.300000,16.650000,16.650000,346144836
2023-04-19,16.799999,17.299999,16.400000,16.549999,16.549999,267886872
2023-04-20,16.600000,16.750000,16.450001,16.500000,16.500000,93150119
2023-04-21,16.600000,16.600000,16.100000,16.200001,16.200001,86456901
2023-04-24,15.500000,16.000000,15.500000,15.700000,15.700000,163198015
2023-04-25,15.750000,15.800000,15.450000,15.550000,15.550000,99104709
2023-04-26,15.500000,15.950000,15.400000,15.500000,15.500000,128851297
2023-04-27,15.500000,15.700000,15.500000,15.600000,15.600000,41936192
2023-04-28,15.650000,15.850000,15.600000,15.700000,15.700000,79514507
2023-05-02,15.750000,16.100000,15.700000,15.950000,15.950000,117555064
2023-05-03,15.950000,16.400000,15.850000,16.150000,16.150000,83692417
2023-05-04,16.200001,16.299999,16.000000,16.049999,16.049999,85512962
2023-05-05,16.000000,16.150000,15.900000,15.950000,15.950000,47642044
2023-05-08,16.000000,16.200001,15.950000,16.100000,16.100000,59725157
2023-05-09,16.100000,16.250000,16.000000,16.100000,16.100000,76780928
2023-05-10,16.049999,16.150000,15.800000,15.950000,15.950000,77871060
2023-05-11,16.000000,16.150000,15.950000,16.100000,16.100000,49450726
2023-05-12,16.100000,16.150000,15.800000,15.950000,15.950000,58478892
2023-05-15,15.950000,16.000000,15.750000,15.850000,15.850000,44787937
2023-05-16,15.900000,16.150000,15.800000,15.900000,15.900000,95893603
2023-05-17,15.950000,16.049999,15.850000,15.900000,15.900000,85822286
2023-05-18,15.950000,16.000000,15.650000,15.700000,15.700000,60436667
2023-05-19,15.750000,15.800000,15.550000,15.650000,15.650000,53851070
2023-05-22,15.700000,15.800000,15.600000,15.650000,15.650000,41531446
2023-05-23,15.650000,15.750000,15.500000,15.550000,15.550000,49358138
2023-05-24,15.550000,15.700000,15.500000,15.600000,15.600000,45339237
2023-05-25,15.550000,15.750000,15.500000,15.500000,15.500000,67397531
2023-05-26,15.550000,15.650000,15.500000,15.600000,15.600000,34064577
2023-05-29,15.650000,16.200001,15.600000,15.900000,15.900000,127417730
2023-05-30,16.000000,16.049999,15.750000,15.900000,15.900000,77893859
2023-05-31,15.900000,16.500000,15.700000,16.200001,16.200001,223440763
2023-06-01,16.250000,16.650000,16.250000,16.299999,16.299999,85940004
2023-06-02,16.350000,16.500000,16.299999,16.400000,16.400000,113767784
2023-06-05,16.400000,16.500000,16.049999,16.150000,16.150000,39525286
2023-06-06,16.150000,16.150000,15.950000,16.000000,16.000000,39361694
2023-06-07,16.049999,16.299999,16.000000,16.150000,16.150000,52628264
2023-06-08,16.200001,17.200001,16.150000,16.750000,16.750000,307712828
2023-06-09,16.750000,16.950001,16.500000,16.600000,16.600000,114417447
2023-06-12,16.600000,16.600000,16.350000,16.400000,16.400000,53269073
2023-06-13,16.450001,16.700001,16.350000,16.400000,16.400000,61321328
2023-06-14,16.500000,16.600000,16.100000,16.200001,16.200001,99586254
2023-06-15,16.200001,16.350000,15.950000,16.100000,16.100000,56035794
2023-06-16,16.150000,16.450001,16.000000,16.299999,16.299999,79705305
2023-06-19,16.400000,16.750000,16.100000,16.250000,16.250000,127260482
2023-06-20,16.299999,16.400000,16.150000,16.250000,16.250000,62344783
2023-06-21,16.250000,16.350000,16.150000,16.200001,16.200001,43815628
2023-06-22,16.200001,16.299999,15.950000,16.000000,16.000000,52482954
2023-06-23,16.000000,16.100000,15.900000,16.000000,16.000000,42620606
2023-06-26,16.049999,16.350000,16.000000,16.100000,16.100000,69419649
2023-06-27,16.150000,16.250000,16.000000,16.049999,16.049999,35114512
2023-06-28,16.049999,16.049999,16.049999,16.049999,16.049999,0
2023-06-30,16.250000,16.350000,16.150000,16.250000,16.250000,69541563
2023-07-03,16.350000,16.549999,16.299999,16.350000,16.350000,108321412
2023-07-04,16.400000,17.200001,16.250000,16.799999,16.799999,323137498
2023-07-05,16.850000,17.450001,16.799999,17.150000,17.150000,214341757
2023-07-06,17.250000,17.950001,17.250000,17.799999,17.799999,264919299
2023-07-07,17.850000,17.950001,17.299999,17.450001,17.450001,248157506
2023-07-10,17.299999,17.500000,17.000000,17.049999,17.049999,104189506
2023-07-11,17.200001,17.500000,17.049999,17.200001,17.200001,152871399
2023-07-12,17.200001,17.650000,17.150000,17.299999,17.299999,131237755
2023-07-13,17.400000,17.750000,17.049999,17.150000,17.150000,125488334
2023-07-14,17.250000,17.450001,17.150000,17.350000,17.350000,84745330
2023-07-17,17.500000,17.850000,17.450001,17.700001,17.700001,172530419
2023-07-18,17.700001,17.900000,17.350000,17.500000,17.500000,165941309
2023-07-19,17.500000,17.600000,17.299999,17.450001,17.450001,107842846
2023-07-20,17.400000,18.100000,17.350000,17.700001,17.700001,214353303
2023-07-21,17.700001,18.200001,17.600000,18.049999,18.049999,242664132
2023-07-24,18.400000,18.450001,17.299999,17.400000,17.400000,274651589
2023-07-25,17.400000,17.600000,16.950001,17.049999,17.049999,112478211
2023-07-26,17.049999,17.150000,16.650000,17.000000,17.000000,113833184
2023-07-27,17.049999,17.350000,16.900000,16.950001,16.950001,89067183
2023-07-28,17.000000,17.100000,16.850000,16.950001,16.950001,75578803
2023-07-31,16.950001,17.100000,16.900000,16.950001,16.950001,60939265
2023-08-01,17.100000,17.200001,17.000000,17.100000,17.100000,69943055
2023-08-02,17.049999,17.299999,16.850000,17.000000,17.000000,108943704
2023-08-03,17.000000,17.100000,16.900000,17.000000,17.000000,67175859
2023-08-04,17.049999,17.150000,16.900000,16.950001,16.950001,86412240
2023-08-07,17.000000,17.150000,16.750000,16.900000,16.900000,69343019
2023-08-08,16.900000,17.000000,16.750000,16.850000,16.850000,49199132
2023-08-09,16.900000,17.000000,16.799999,16.950001,16.950001,48443836
2023-08-10,17.000000,17.450001,16.900000,16.950001,16.950001,170855859
2023-08-11,17.049999,17.400000,17.000000,17.049999,17.049999,88552616
2023-08-14,17.049999,17.100000,16.799999,16.950001,16.950001,84692730
2023-08-16,16.950001,17.000000,16.799999,16.850000,16.850000,59611983
2023-08-17,16.900000,17.299999,16.850000,17.000000,17.000000,110008087
2023-08-18,17.049999,17.200001,16.799999,16.900000,16.900000,93032287
2023-08-21,16.900000,17.049999,16.750000,16.950001,16.950001,79437088
2023-08-22,17.000000,17.049999,16.850000,16.950001,16.950001,76696780
2023-08-23,17.049999,17.299999,16.950001,17.000000,17.000000,103711610
2023-08-24,17.100000,17.200001,16.900000,16.950001,16.950001,65221207
2023-08-25,16.950001,17.049999,16.799999,16.850000,16.850000,57171325
2023-08-28,16.900000,17.000000,16.750000,16.799999,16.799999,48816935
2023-08-29,16.850000,17.000000,16.799999,16.850000,16.850000,60519632
2023-08-30,16.900000,17.000000,16.799999,16.799999,16.799999,76931357
2023-08-31,16.900000,17.000000,16.700001,16.799999,16.799999,122502581
2023-09-01,16.850000,17.600000,16.700001,17.350000,17.350000,392364788
2023-09-04,17.450001,19.000000,17.450001,18.600000,18.600000,776578716
2023-09-05,18.799999,19.100000,17.900000,18.150000,18.150000,368062167
2023-09-06,18.150000,18.299999,17.900000,18.000000,18.000000,168431922
2023-09-07,18.150000,18.850000,18.049999,18.549999,18.549999,230732062
2023-09-08,18.650000,18.950001,18.299999,18.350000,18.350000,153694460
2023-09-11,18.500000,18.600000,18.250000,18.400000,18.400000,133672969
2023-09-12,18.549999,18.600000,17.450001,17.549999,17.549999,301858096
2023-09-13,17.500000,17.850000,17.299999,17.700001,17.700001,229941097
2023-09-14,17.750000,18.000000,17.400000,17.500000,17.500000,154490813
2023-09-15,17.549999,18.400000,17.450001,18.299999,18.299999,358807251
2023-09-18,18.400000,19.000000,18.250000,18.549999,18.549999,493458905
2023-09-20,18.400000,18.450001,17.850000,18.000000,18.000000,179937051
2023-09-21,18.049999,18.200001,17.650000,17.700001,17.700001,180166816
2023-09-22,17.700001,18.000000,17.500000,17.650000,17.650000,141097202
2023-09-25,17.750000,17.750000,17.400000,17.450001,17.450001,115437155
2023-09-26,17.500000,17.549999,17.250000,17.350000,17.350000,104957648
2023-09-27,17.400000,17.700001,17.299999,17.350000,17.350000,160278361
2023-09-28,17.400000,17.700001,17.200001,17.250000,17.250000,136298936
2023-09-29,17.400000,17.450001,17.000000,17.250000,17.250000,135475544
2023-10-03,17.250000,17.400000,17.100000,17.200001,17.200001,79015930
2023-10-04,17.200001,17.500000,17.049999,17.200001,17.200001,154229605
2023-10-05,17.250000,17.400000,17.049999,17.150000,17.150000,94470407
2023-10-06,17.200001,17.500000,17.150000,17.299999,17.299999,130610068
2023-10-09,17.200001,17.200001,16.850000,16.900000,16.900000,103002467
2023-10-10,17.000000,17.150000,16.950001,17.049999,17.049999,65790049
2023-10-11,17.100000,17.350000,17.000000,17.049999,17.049999,82337766
2023-10-12,17.100000,17.250000,17.049999,17.100000,17.100000,49467423
2023-10-13,17.049999,17.200001,17.049999,17.100000,17.100000,53963713
2023-10-16,17.150000,17.200001,17.049999,17.049999,17.049999,67053870
2023-10-17,17.150000,17.299999,17.049999,17.100000,17.100000,76798183
2023-10-18,17.150000,17.250000,16.950001,17.049999,17.049999,76543547
2023-10-19,17.100000,17.250000,17.000000,17.049999,17.049999,69004632
2023-10-20,17.100000,17.850000,17.049999,17.299999,17.299999,242605105
2023-10-23,17.400000,17.450001,16.200001,16.350000,16.350000,239210207
2023-10-25,16.400000,16.700001,15.850000,16.000000,16.000000,156556497
2023-10-26,16.000000,16.049999,15.700000,15.900000,15.900000,153370332
2023-10-27,15.950000,16.150000,15.900000,15.950000,15.950000,74336446
2023-10-30,16.049999,16.100000,15.850000,15.950000,15.950000,120388059
2023-10-31,16.100000,16.150000,15.900000,15.950000,15.950000,52455781
2023-11-01,16.000000,16.250000,15.950000,16.000000,16.000000,68205389
2023-11-02,16.100000,16.200001,15.900000,16.049999,16.049999,77309428
2023-11-03,16.150000,16.650000,16.100000,16.450001,16.450001,173537061
2023-11-06,16.549999,16.900000,16.500000,16.700001,16.700001,146210916
2023-11-07,16.750000,16.900000,16.700001,16.799999,16.799999,107607382
2023-11-08,16.900000,18.299999,16.850000,17.950001,17.950001,460583338
2023-11-09,18.350000,18.799999,18.000000,18.350000,18.350000,524322630
2023-11-10,18.350000,18.549999,18.150000,18.299999,18.299999,188889074
2023-11-13,18.400000,19.500000,18.150000,19.400000,19.400000,493509056
2023-11-15,19.650000,20.600000,19.600000,20.350000,20.350000,664202872
2023-11-16,20.400000,20.600000,19.900000,20.150000,20.150000,270319207
2023-11-17,20.049999,21.150000,19.799999,20.799999,20.799999,611686157
2023-11-20,20.900000,21.100000,20.000000,20.150000,20.150000,290789131
2023-11-21,20.299999,20.450001,19.600000,19.700001,19.700001,206049431
2023-11-22,19.700001,19.850000,19.049999,19.200001,19.200001,195379978
2023-11-23,19.299999,20.299999,19.250000,20.150000,20.150000,262350330
2023-11-24,20.299999,20.400000,19.600000,19.799999,19.799999,168959338
2023-11-28,19.850000,20.000000,19.400000,19.750000,19.750000,279844132
2023-11-29,19.850000,20.450001,19.799999,19.850000,19.850000,204911091
2023-11-30,19.850000,19.900000,19.200001,19.350000,19.350000,259007784
2023-12-01,19.450001,19.650000,19.200001,19.299999,19.299999,123823351
2023-12-04,19.650000,19.750000,19.299999,19.549999,19.549999,130093389
2023-12-05,19.549999,19.850000,19.350000,19.600000,19.600000,152090824
2023-12-06,19.700001,19.850000,19.400000,19.750000,19.750000,169448494
2023-12-07,19.750000,20.450001,19.500000,20.049999,20.049999,300341296
2023-12-08,20.200001,20.450001,19.750000,19.900000,19.900000,158754847
2023-12-11,20.000000,20.750000,19.950001,20.250000,20.250000,267650645
2023-12-12,20.500000,21.850000,20.500000,21.299999,21.299999,781360562
2023-12-13,21.549999,21.700001,20.900000,21.200001,21.200001,342846077
2023-12-14,21.500000,22.100000,21.299999,21.400000,21.400000,339666217
2023-12-15,21.950001,22.100000,21.400000,21.950001,21.950001,337939556
2023-12-18,22.000000,23.000000,21.650000,22.799999,22.799999,542808852
2023-12-19,22.900000,23.049999,22.049999,22.150000,22.150000,310394626
2023-12-20,22.350000,22.450001,20.250000,20.500000,20.500000,397366094
2023-12-21,20.150000,21.250000,19.950001,21.150000,21.150000,318567154
2023-12-22,21.250000,21.450001,20.799999,21.049999,21.049999,279614591
2023-12-26,21.150000,21.350000,20.850000,20.950001,20.950001,156456958
2023-12-27,21.100000,21.250000,20.850000,20.950001,20.950001,115159241
2023-12-28,21.000000,21.150000,20.799999,20.850000,20.850000,127826051
2023-12-29,20.900000,21.799999,20.700001,21.450001,21.450001,226340962
